"Structure"	"New_Structure"
"Tr_01169"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr8:93051848-93051961 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93025320-93025400 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93004044-93004117 chr8:92972432-92972549"	"gdcbvusbrql"
"Tr_01170"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr8:93051848-93051961 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93025320-93025400 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93006733-93006851"	"gdcbvusbra"
"Tr_01171"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr8:93051848-93051961 chr8:93029454-93029591 chr8:93026988-93027048 chr8:93003867-93004102 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92978584-92978609"	"gdcbvuqcnonm"
"Tr_01172"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr8:93051848-93051961 chr8:93029454-93029591 chr8:93026988-93027048 chr8:93003867-93004102 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972432-92972745"	"gdcbvuqcnonl"
"Tr_01173"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr8:93051848-93051961 chr8:93029454-93029591 chr8:93026988-93027048 chr8:93003867-93004102 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972420-92972745"	"gdcbvuqcnonl"
"Tr_01174"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr8:93051848-93051961 chr8:93029454-93029591 chr8:93026988-93027048 chr8:93003867-93004102 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992005-92992159 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92978584-92978609"	"gdcbvuqcnponm"
"Tr_01175"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr8:93051848-93051961 chr8:93029454-93029591 chr8:93026988-93027048 chr8:93003867-93004102 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992005-92992159 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972432-92972745"	"gdcbvuqcnponl"
"Tr_01176"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr8:93051848-93051961 chr8:93029454-93029591 chr8:93026988-93027048 chr8:93003867-93004102 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992005-92992159 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972420-92972745"	"gdcbvuqcnponl"
"Tr_01177"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr8:93051848-93051961 chr8:93029454-93029591 chr8:93026988-93027048 chr8:93003867-93004102 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992124-92992159"	"gdcbvuqcnp"
"Tr_01178"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr8:93058129-93058271 chr8:93029454-93029591 chr8:92972432-92972745"	"gdcbvl"
"Tr_01179"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr8:93058129-93058271 chr8:93029454-93029591 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92978584-92978609"	"gdcbvbrqcnonm"
"Tr_01180"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr8:93058129-93058271 chr8:93029454-93029591 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972432-92972745"	"gdcbvbrqcnonl"
"Tr_01181"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr8:93058129-93058271 chr8:93029454-93029591 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972420-92972745"	"gdcbvbrqcnonl"
"Tr_01182"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr8:93058129-93058271 chr8:93029454-93029591 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992005-92992159 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92978584-92978609"	"gdcbvbrqcnponm"
"Tr_01183"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr8:93058129-93058271 chr8:93029454-93029591 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992005-92992159 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972432-92972745"	"gdcbvbrqcnponl"
"Tr_01184"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr8:93058129-93058271 chr8:93029454-93029591 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992005-92992159 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972420-92972745"	"gdcbvbrqcnponl"
"Tr_01185"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr8:93058129-93058271 chr8:93029454-93029591 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992124-92992159"	"gdcbvbrqcnp"
"Tr_01186"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr8:93058129-93058271 chr8:93029454-93029591 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93004044-93004117 chr8:92972432-92972549"	"gdcbvbrql"
"Tr_01187"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr8:93058129-93058271 chr8:93029454-93029591 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93006733-93006851"	"gdcbvbra"
"Tr_01188"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr8:93058129-93058271 chr8:93029454-93029591 chr8:93026807-93027048 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92978584-92978609"	"gdcbvurqcnonm"
"Tr_01189"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr8:93058129-93058271 chr8:93029454-93029591 chr8:93026807-93027048 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972432-92972745"	"gdcbvurqcnonl"
"Tr_01190"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr8:93058129-93058271 chr8:93029454-93029591 chr8:93026807-93027048 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972420-92972745"	"gdcbvurqcnonl"
"Tr_01191"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr8:93058129-93058271 chr8:93029454-93029591 chr8:93026807-93027048 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992005-92992159 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92978584-92978609"	"gdcbvurqcnponm"
"Tr_01192"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr8:93058129-93058271 chr8:93029454-93029591 chr8:93026807-93027048 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992005-92992159 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972432-92972745"	"gdcbvurqcnponl"
"Tr_01193"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr8:93058129-93058271 chr8:93029454-93029591 chr8:93026807-93027048 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992005-92992159 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972420-92972745"	"gdcbvurqcnponl"
"Tr_01194"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr8:93058129-93058271 chr8:93029454-93029591 chr8:93026807-93027048 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992124-92992159"	"gdcbvurqcnp"
"Tr_01195"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr8:93058129-93058271 chr8:93029454-93029591 chr8:93026807-93027048 chr8:93017344-93017525 chr8:93004044-93004117 chr8:92972432-92972549"	"gdcbvurql"
"Tr_01196"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr8:93058129-93058271 chr8:93029454-93029591 chr8:93026807-93027048 chr8:93017344-93017525 chr8:93006733-93006851"	"gdcbvura"
"Tr_01197"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr8:93058129-93058271 chr8:93029454-93029591 chr8:93026807-93027048 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992124-92992159"	"gdcbvubrqcnp"
"Tr_01198"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr8:93058129-93058271 chr8:93029454-93029591 chr8:93026807-93027048 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992005-92992159 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92978584-92978609"	"gdcbvubrqcnponm"
"Tr_01199"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr8:93058129-93058271 chr8:93029454-93029591 chr8:93026807-93027048 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992005-92992159 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972432-92972745"	"gdcbvubrqcnponl"
"Tr_01200"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr8:93058129-93058271 chr8:93029454-93029591 chr8:93026807-93027048 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992005-92992159 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972420-92972745"	"gdcbvubrqcnponl"
"Tr_01201"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr8:93058129-93058271 chr8:93029454-93029591 chr8:93026807-93027048 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92978584-92978609"	"gdcbvubrqcnonm"
"Tr_01202"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr8:93058129-93058271 chr8:93029454-93029591 chr8:93026807-93027048 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972432-92972745"	"gdcbvubrqcnonl"
"Tr_01203"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr8:93058129-93058271 chr8:93029454-93029591 chr8:93026807-93027048 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972420-92972745"	"gdcbvubrqcnonl"
"Tr_01204"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr8:93058129-93058271 chr8:93029454-93029591 chr8:93026807-93027048 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93004044-93004117 chr8:92972432-92972549"	"gdcbvubrql"
"Tr_01205"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr8:93058129-93058271 chr8:93029454-93029591 chr8:93026807-93027048 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93006733-93006851"	"gdcbvubra"
"Tr_01206"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr8:93058129-93058271 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92978584-92978609"	"gdcbvurqcnonm"
"Tr_01207"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr8:93058129-93058271 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972432-92972745"	"gdcbvurqcnonl"
"Tr_01208"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr8:93058129-93058271 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972420-92972745"	"gdcbvurqcnonl"
"Tr_01209"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr8:93058129-93058271 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992005-92992159 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92978584-92978609"	"gdcbvurqcnponm"
"Tr_01210"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr8:93058129-93058271 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992005-92992159 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972432-92972745"	"gdcbvurqcnponl"
"Tr_01211"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr8:93058129-93058271 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992005-92992159 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972420-92972745"	"gdcbvurqcnponl"
"Tr_01212"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr8:93058129-93058271 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992124-92992159"	"gdcbvurqcnp"
"Tr_01213"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr8:93058129-93058271 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93017344-93017525 chr8:93004044-93004117 chr8:92972432-92972549"	"gdcbvurql"
"Tr_01214"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr8:93058129-93058271 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93017344-93017525 chr8:93006733-93006851"	"gdcbvura"
"Tr_01215"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr8:93058129-93058271 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992124-92992159"	"gdcbvubrqcnp"
"Tr_01216"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr8:93058129-93058271 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992005-92992159 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92978584-92978609"	"gdcbvubrqcnponm"
"Tr_01217"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr8:93058129-93058271 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992005-92992159 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972432-92972745"	"gdcbvubrqcnponl"
"Tr_01218"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr8:93058129-93058271 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992005-92992159 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972420-92972745"	"gdcbvubrqcnponl"
"Tr_01219"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr8:93058129-93058271 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92978584-92978609"	"gdcbvubrqcnonm"
"Tr_01220"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr8:93058129-93058271 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972432-92972745"	"gdcbvubrqcnonl"
"Tr_01221"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr8:93058129-93058271 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972420-92972745"	"gdcbvubrqcnonl"
"Tr_01222"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr8:93058129-93058271 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93004044-93004117 chr8:92972432-92972549"	"gdcbvubrql"
"Tr_01223"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr8:93058129-93058271 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93006733-93006851"	"gdcbvubra"
"Tr_01224"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr8:93058129-93058271 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93025320-93025400 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992124-92992159"	"gdcbvusbrqcnp"
"Tr_01225"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr8:93058129-93058271 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93025320-93025400 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992005-92992159 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92978584-92978609"	"gdcbvusbrqcnponm"
"Tr_01226"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr8:93058129-93058271 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93025320-93025400 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992005-92992159 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972432-92972745"	"gdcbvusbrqcnponl"
"Tr_01227"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr8:93058129-93058271 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93025320-93025400 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992005-92992159 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972420-92972745"	"gdcbvusbrqcnponl"
"Tr_01228"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr8:93058129-93058271 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93025320-93025400 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92978584-92978609"	"gdcbvusbrqcnonm"
"Tr_01229"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr8:93058129-93058271 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93025320-93025400 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972432-92972745"	"gdcbvusbrqcnonl"
"Tr_01230"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr8:93058129-93058271 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93025320-93025400 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972420-92972745"	"gdcbvusbrqcnonl"
